applicant_id,score
"1665","4.68"
"1666","0.04"
"1667","1.96"
"1668","3.91"
"1669","9.69"
"1670","4.94"
"1671","1.31"
"1672","8.77"
"1673","4.82"
"1674","6.59"
"1675","3.27"
"1676","4.34"
"1677","3.98"
"1678","9.0"
"1679","7.23"
"1680","2.48"
"1681","5.04"
"1682","4.38"
"1683","6.37"
"1684","6.82"
"1685","8.22"
"1686","7.93"
"1687","9.8"
"1688","8.26"
"1689","0.9"
"1690","1.1"
"1691","4.19"
"1692","6.46"
"1693","5.17"
"1694","2.27"
"1695","0.48"
"1696","2.54"
"1697","2.56"
"1698","1.9"
"1699","1.18"
"1700","9.55"
"1701","4.93"
"1702","8.06"
"1703","8.54"
"1704","3.67"
"1705","7.17"
"1706","7.22"
"1707","2.5"
"1708","9.13"
"1709","4.38"
"1710","3.42"
"1711","5.41"
"1712","5.43"
"1713","4.89"
"1714","1.35"
"1715","9.65"
"1716","6.99"
"1717","5.03"
"1718","1.21"
"1719","7.61"
"1720","7.19"
"1721","6.85"
"1722","0.73"
"1723","4.17"
"1724","8.25"
"1725","9.46"
"1726","1.97"
"1727","4.07"
"1728","3.46"
"1729","3.98"
"1730","4.72"
"1731","8.98"
"1732","5.29"
"1733","1.07"
"1734","4.9"
"1735","7.74"
"1736","8.56"
"1737","6.38"
"1738","1.14"
"1739","4.1"
"1740","5.99"
"1741","2.45"
"1742","0.2"
"1743","4.17"
"1744","9.74"
"1745","0.75"
"1746","3.54"
"1747","2.05"
"1748","7.03"
"1749","9.93"
"1750","8.72"
"1751","6.37"
"1752","0.6"
"1753","9.23"
"1754","3.42"
"1755","9.74"
"1756","8.8"
"1757","0.24"
"1758","1.09"
"1759","6.87"
"1760","1.5"
"1761","4.81"
"1762","5.21"
"1763","2.5"
"1764","6.25"
"1765","2.1"
"1766","1.32"
"1767","8.72"
"1768","7.81"
"1769","9.67"
"1770","5.19"
"1771","6.5"
"1772","1.51"
"1773","1.54"
"1774","8.92"
"1775","9.91"
"1776","8.78"
"1777","5.01"
"1778","8.74"
"1779","4.13"
"1780","2.1"
"1781","3.02"
"1782","4.45"
"1783","7.02"
"1784","1.95"
"1785","3.57"
"1786","0.59"
"1787","8.44"
"1788","8.4"
"1789","3.21"
"1790","7.39"
"1791","7.23"
"1792","6.43"
"1793","7.47"
"1794","2.27"
"1795","5.06"
"1796","0.01"
"1797","0.93"
"1798","0.45"
"1799","0.25"
"1800","1.36"
"1801","4.94"
"1802","2.88"
"1803","9.06"
"1804","2.17"
"1805","8.33"
"1806","3.04"
"1807","6.68"
"1808","7.91"
"1809","0.34"
"1810","3.77"
"1811","2.9"
"1812","7.93"
"1813","4.79"
"1814","3.75"
"1815","9.57"
"1816","1.81"
"1817","4.76"
"1818","8.58"
"1819","1.54"
"1820","7.4"
"1821","3.81"
"1822","7.3"
"1823","2.61"
"1824","1.55"
"1825","5.42"
"1826","1.33"
"1827","8.18"
"1828","5.68"
"1829","7.8"
"1830","9.52"
"1831","7.76"
"1832","7.75"
"1833","4.08"
"1834","2.28"
"1835","6.59"
"1836","3.74"
"1837","5.51"
"1838","7.84"
"1839","2.83"
"1840","7.71"
"1841","9.58"
"1842","3.05"
"1843","4.45"
"1844","0.06"
"1845","6.83"
"1846","2.28"
"1847","3.08"
"1848","2.99"
"1849","1.56"
"1850","2.64"
"1851","5.61"
"1852","2.28"
"1853","0.52"
"1854","7.37"
"1855","5.39"
"1856","4.94"
"1857","8.34"
"1858","3.75"
"1859","0.28"
"1860","3.18"
"1861","1.68"
"1862","1.36"
"1863","9.55"
"1864","3.18"
"1865","7.29"
"1866","5.01"
"1867","1.5"
"1868","9.96"
"1869","3.75"
"1870","5.06"
"1871","9.44"
"1872","9.42"
"1873","6.05"
"1874","8.81"
"1875","3.61"
"1876","9.7"
"1877","4.54"
"1878","9.7"
"1879","0.49"
"1880","6.11"
"1881","6.07"
"1882","9.19"
"1883","3.76"
"1884","6.89"
"1885","0.96"
"1886","0.42"
"1887","9.44"
"1888","6.29"
"1889","6.48"
"1890","0.21"
"1891","7.53"
"1892","2.96"
"1893","2.88"
"1894","4.55"
"1895","3.57"
"1896","2.29"
"1897","1.21"
"1898","1.18"
"1899","4.63"
"1900","9.07"
"1901","2.22"
"1902","9.86"
"1903","8.84"
"1904","3.75"
"1905","8.03"
"1906","3.34"
"1907","4.22"
"1908","1.72"
"1909","1.32"
"1910","8.64"
"1911","2.21"
"1912","8.57"
"1913","5.1"
"1914","5.58"
"1915","2.15"
"1916","4.23"
"1917","8.03"
"1918","4.14"
"1919","2.97"
"1920","0.07"
"1921","5.47"
"1922","8.36"
"1923","7.43"
"1924","9.32"
"1925","9.93"
"1926","5.25"
"1927","2.62"
"1928","7.0"
"1929","7.41"
"1930","1.59"
"1931","0.76"
"1932","0.36"
"1933","3.55"
"1934","0.23"
"1935","4.76"
"1936","9.15"
"1937","8.6"
"1938","6.43"
"1939","8.85"
"1940","2.33"
"1941","6.06"
"1942","5.96"
"1943","5.18"
"1944","5.79"
"1945","4.28"
"1946","8.84"
"1947","4.44"
"1948","4.0"
"1949","3.1"
"1950","0.44"
"1951","1.69"
"1952","6.92"
"1953","5.02"
"1954","1.86"
"1955","6.47"
"1956","6.59"
"1957","1.11"
"1958","6.17"
"1959","8.17"
"1960","4.98"
"1961","1.86"
"1962","1.51"
"1963","6.6"
"1964","5.87"
"1965","1.85"
"1966","3.94"
"1967","6.16"
"1968","8.67"
"1969","8.68"
"1970","5.67"
"1971","8.77"
"1972","4.56"
"1973","3.96"
"1974","8.25"
"1975","4.75"
"1976","5.79"
"1977","0.53"
"1978","4.01"
"1979","8.17"
"1980","5.25"
"1981","4.59"
"1982","6.61"
"1983","8.77"
"1984","3.9"
"1985","7.64"
"1986","6.78"
"1987","3.84"
"1988","5.7"
"1989","5.4"
"1990","1.96"
"1991","7.01"
"1992","5.13"
"1993","8.97"
"1994","6.52"
"1995","4.34"
"1996","3.42"
"1997","0.48"
"1998","9.54"
"1999","2.75"
"2000","6.06"
"2001","1.75"
"2002","3.85"
"2003","0.77"
"2004","6.24"
"2005","8.2"
"2006","4.48"
"2007","1.91"
"2008","6.32"
"2009","9.0"
"2010","0.85"
"2011","1.01"
"2012","8.14"
"2013","4.23"
"2014","5.03"
"2015","1.02"
"2016","6.69"
"2017","5.95"
"2018","8.61"
"2019","3.09"
"2020","9.17"
"2021","6.72"
"2022","2.94"
"2023","5.79"
"2024","5.12"
"2025","5.88"
"2026","8.1"
"2027","3.11"
"2028","6.3"
"2029","1.7"
"2030","6.24"
"2031","6.52"
"2032","2.97"
"2033","4.38"
"2034","7.54"
"2035","6.04"
"2036","1.9"
"2037","8.84"
"2038","0.79"
"2039","4.74"
"2040","0.11"
"2041","5.51"
"2042","2.57"
"2043","3.62"
"2044","9.45"
"2045","6.61"
"2046","6.97"
"2047","9.88"
"2048","6.91"
"2049","6.51"
"2050","8.03"
"2051","3.29"
"2052","8.45"
"2053","3.8"
"2054","9.65"
"2055","4.81"
"2056","0.7"
"2057","5.54"
"2058","1.5"
"2059","5.02"
"2060","3.41"
"2061","4.04"
"2062","2.53"
"2063","1.25"
"2064","3.68"
"2065","3.63"
"2066","3.85"
"2067","8.18"
"2068","4.03"
"2069","6.33"
"2070","5.03"
"2071","7.63"
"2072","6.43"
"2073","9.22"
"2074","5.12"
"2075","6.09"
"2076","9.04"
"2077","0.1"
"2078","8.64"
"2079","1.47"
"2080","7.62"
"2081","4.62"
"2082","3.0"
"2083","7.64"
"2084","8.4"
"2085","5.03"
"2086","3.75"
"2087","0.59"
"2088","7.76"
"2089","7.3"
"2090","0.73"
"2091","3.79"
"2092","5.6"
"2093","4.98"
"2094","5.81"
"2095","2.27"
"2096","0.65"
"2097","0.14"
"2098","7.14"
"2099","7.8"
"2100","1.52"
"2101","6.66"
"2102","9.79"
"2103","2.98"
"2104","2.51"
"2105","3.63"
"2106","0.97"
"2107","8.86"
"2108","7.77"
"2109","0.26"
"2110","1.43"
"2111","3.35"
"2112","2.5"
"2113","4.83"
"2114","9.68"
"2115","7.95"
"2116","0.55"
"2117","1.15"
"2118","0.71"
"2119","6.42"
"2120","5.44"
"2121","9.73"
"2122","4.01"
"2123","6.45"
"2124","6.24"
"2125","4.39"
"2126","8.09"
"2127","9.46"
"2128","3.0"
"2129","1.99"
"2130","7.22"
"2131","1.15"
"2132","9.6"
"2133","4.4"
"2134","9.62"
"2135","8.1"
"2136","5.12"
"2137","2.38"
"2138","3.24"
"2139","3.22"
"2140","6.11"
"2141","7.69"
"2142","6.94"
"2143","9.07"
"2144","3.15"
"2145","5.71"
"2146","3.05"
"2147","0.93"
"2148","0.22"
"2149","1.49"
"2150","6.46"
"2151","8.96"
"2152","6.58"
"2153","0.51"
"2154","6.4"
"2155","1.72"
"2156","5.52"
"2157","5.84"
"2158","0.09"
"2159","0.55"
"2160","0.92"
"2161","5.0"
"2162","5.48"
"2163","8.29"
"2164","3.06"
"2165","2.7"
"2166","0.67"
"2167","4.33"
"2168","6.65"
"2169","1.11"
"2170","3.73"
"2171","2.78"
"2172","9.52"
"2173","5.44"
"2174","8.19"
"2175","2.86"
"2176","3.04"
"2177","1.17"
"2178","7.46"
"2179","4.95"
"2180","0.62"
"2181","1.46"
"2182","5.28"
"2183","3.79"
"2184","7.37"
"2185","3.27"
"2186","5.06"
"2187","1.86"
"2188","3.97"
"2189","6.85"
"2190","3.5"
"2191","3.06"
"2192","2.76"
"2193","9.62"
"2194","8.98"
"2195","2.08"
"2196","9.76"
"2197","6.83"
"2198","4.47"
"2199","2.66"
"2200","5.65"
"2201","1.57"
"2202","7.59"
"2203","8.79"
"2204","6.09"
"2205","8.29"
"2206","2.4"
"2207","3.7"
"2208","2.4"
"2209","0.19"
"2210","9.72"
"2211","4.56"
"2212","1.0"
"2213","9.7"
"2214","9.82"
"2215","5.89"
"2216","5.5"
"2217","0.1"
"2218","0.54"
"2219","3.87"
"2220","9.31"
"2221","8.86"
"2222","9.87"
"2223","7.68"
"2224","5.89"
"2225","5.76"
"2226","2.49"
"2227","3.47"
"2228","1.14"
"2229","4.27"
"2230","4.91"
"2231","2.62"
"2232","5.59"
"2233","2.49"
"2234","5.78"
"2235","5.89"
"2236","6.05"
"2237","3.72"
"2238","8.76"
"2239","2.52"
"2240","3.7"
"2241","9.8"
"2242","8.4"
"2243","0.35"
"2244","5.33"
"2245","2.44"
"2246","6.69"
"2247","9.31"
"2248","3.98"
"2249","3.96"
"2250","9.65"
"2251","7.75"
"2252","0.49"
"2253","3.08"
"2254","1.68"
"2255","7.68"
"2256","7.59"
"2257","7.98"
"2258","4.47"
"2259","8.56"
"2260","7.18"
"2261","0.65"
"2262","4.85"
"2263","4.82"
"2264","6.27"
"2265","3.47"
"2266","5.83"
"2267","4.84"
"2268","6.94"
"2269","9.91"
"2270","0.1"
"2271","9.19"
"2272","4.51"
"2273","0.4"
"2274","6.59"
"2275","3.35"
"2276","8.11"
"2277","9.43"
"2278","4.32"
"2279","0.49"
"2280","9.91"
"2281","5.26"
"2282","4.4"
"2283","2.17"
"2284","3.99"
"2285","4.78"
"2286","0.78"
"2287","5.62"
"2288","5.02"
"2289","8.76"
"2290","0.93"
"2291","9.7"
"2292","0.34"
"2293","0.75"
"2294","8.96"
"2295","1.01"
"2296","9.05"
"2297","2.81"
"2298","0.01"
"2299","0.9"
"2300","4.22"
"2301","3.58"
"2302","4.17"
"2303","7.02"
"2304","6.86"
"2305","1.57"
"2306","3.03"
"2307","1.76"
"2308","8.18"
"2309","3.76"
"2310","9.26"
"2311","8.87"
"2312","6.25"
"2313","6.91"
"2314","8.64"
"2315","0.41"
"2316","3.54"
"2317","8.79"
"2318","8.74"
"2319","1.94"
"2320","4.04"
"2321","8.58"
"2322","6.41"
"2323","2.19"
"2324","0.12"
"2325","3.1"
"2326","9.72"
"2327","3.84"
"2328","7.46"
"2329","9.85"
"2330","2.47"
"2331","5.01"
"2332","1.36"
"2333","8.03"
"2334","2.34"
"2335","1.12"
"2336","7.01"
"2337","4.45"
"2338","8.85"
"2339","1.28"
"2340","4.31"
"2341","0.35"
"2342","4.96"
"2343","0.35"
"2344","4.88"
"2345","5.62"
"2346","6.55"
"2347","6.62"
"2348","7.57"
"2349","3.87"
"2350","4.96"
"2351","8.9"
"2352","9.47"
"2353","0.72"
"2354","1.84"
"2355","5.43"
"2356","4.76"
"2357","1.25"
"2358","0.32"
"2359","7.77"
"2360","7.44"
"2361","4.5"
"2362","1.52"
"2363","5.42"
"2364","9.28"
"2365","4.64"
"2366","5.56"
"2367","8.35"
"2368","6.97"
"2369","4.52"
"2370","8.53"
"2371","0.87"
"2372","8.03"
"2373","8.64"
"2374","9.26"
"2375","7.97"
"2376","5.9"
"2377","6.87"
"2378","2.11"
"2379","7.44"
"2380","3.76"
"2381","9.7"
"2382","4.72"
"2383","5.81"
"2384","3.27"
"2385","0.1"
"2386","9.1"
"2387","0.81"
"2388","9.14"
"2389","6.43"
"2390","7.36"
"2391","8.43"
"2392","5.83"
"2393","2.4"
"2394","4.28"
"2395","9.28"
"2396","9.82"
"2397","3.11"
"2398","2.98"
"2399","0.59"
"2400","2.86"
"2401","3.91"
"2402","7.6"
"2403","6.68"
"2404","4.66"
"2405","8.55"
"2406","9.36"
"2407","7.13"
"2408","3.79"
"2409","6.62"
"2410","8.62"
"2411","1.64"
"2412","7.27"
"2413","7.19"
"2414","9.86"
"2415","7.8"
"2416","5.17"
"2417","3.94"
"2418","9.0"
"2419","9.01"
"2420","3.84"
"2421","6.04"
"2422","3.23"
"2423","6.28"
"2424","8.14"
"2425","9.58"
"2426","6.32"
"2427","5.9"
"2428","6.06"
"2429","7.85"
"2430","2.38"
"2431","9.09"
"2432","3.95"
"2433","9.68"
"2434","3.37"
"2435","2.25"
"2436","7.91"
"2437","1.61"
"2438","9.24"
"2439","2.18"
"2440","5.83"
"2441","3.07"
"2442","2.1"
"2443","6.36"
"2444","4.85"
"2445","1.72"
"2446","7.95"
"2447","6.15"
"2448","0.11"
"2449","8.43"
"2450","3.38"
"2451","2.36"
"2452","4.46"
"2453","1.94"
"2454","3.84"
"2455","4.77"
"2456","5.4"
"2457","2.72"
"2458","2.68"
"2459","3.98"
"2460","3.08"
"2461","2.44"
"2462","7.35"
"2463","2.12"
"2464","3.74"
"2465","3.62"
"2466","6.64"
"2467","2.09"
"2468","0.25"
"2469","9.74"
"2470","5.33"
"2471","0.74"
"2472","9.12"
"2473","4.03"
"2474","0.45"
"2475","5.01"
"2476","1.72"
"2477","2.86"
"2478","7.3"
"2479","3.35"
"2480","4.48"
"2481","7.83"
"2482","7.44"
"2483","0.42"
"2484","8.78"
"2485","2.03"
"2486","4.28"
"2487","4.9"
"2488","8.68"
"2489","1.69"
"2490","1.18"
"2491","3.52"
"2492","0.42"
"2493","6.7"
"2494","7.83"
"2495","2.49"
"2496","2.26"
"2497","8.8"
"2498","6.49"
"2499","7.69"
"2500","6.6"
"2501","6.8"
"2502","4.8"
"2503","3.26"
"2504","4.59"
"2505","5.68"
"2506","9.05"
"2507","3.57"
"2508","0.5"
"2509","3.81"
"2510","2.56"
"2511","5.78"
"2512","8.38"
"2513","8.19"
"2514","7.19"
"2515","9.91"
"2516","2.4"
"2517","8.24"
"2518","7.74"
"2519","3.8"
"2520","8.59"
"2521","2.19"
"2522","8.96"
"2523","8.69"
"2524","0.23"
"2525","1.53"
"2526","3.25"
"2527","2.19"
"2528","5.24"
"2529","3.24"
"2530","0.24"
"2531","0.32"
"2532","2.09"
"2533","7.93"
"2534","0.79"
"2535","3.25"
"2536","4.12"
"2537","4.14"
"2538","3.0"
"2539","7.82"
"2540","3.16"
"2541","9.87"
"2542","8.44"
"2543","1.75"
"2544","5.67"
"2545","8.62"
"2546","9.42"
"2547","9.46"
"2548","0.68"
"2549","3.13"
"2550","5.8"
"2551","1.53"
"2552","1.06"
"2553","2.89"
"2554","4.2"
"2555","9.9"
"2556","9.76"
"2557","6.36"
"2558","1.43"
"2559","4.3"
"2560","3.16"
"2561","1.43"
"2562","9.6"
"2563","1.38"
"2564","4.96"
"2565","3.06"
"2566","0.79"
"2567","6.7"
"2568","4.5"
"2569","5.45"
"2570","2.3"
"2571","9.01"
"2572","3.98"
"2573","7.72"
"2574","3.25"
"2575","0.09"
"2576","9.85"
"2577","8.48"
"2578","4.43"
"2579","3.26"
"2580","4.78"
"2581","8.46"
"2582","5.59"
"2583","2.64"
"2584","9.94"
"2585","4.1"
"2586","5.78"
"2587","7.86"
"2588","7.78"
"2589","0.58"
"2590","5.91"
"2591","3.81"
"2592","0.76"
"2593","2.61"
"2594","6.0"
"2595","8.51"
"2596","5.39"
"2597","6.74"
"2598","8.31"
"2599","4.53"
"2600","9.83"
"2601","0.64"
"2602","3.63"
"2603","0.64"
"2604","6.75"
"2605","9.54"
"2606","9.28"
"2607","9.19"
"2608","8.34"
"2609","0.11"
"2610","5.0"
"2611","6.52"
"2612","6.49"
"2613","6.51"
"2614","2.16"
"2615","9.86"
"2616","8.23"
"2617","6.56"
"2618","7.25"
"2619","2.79"
"2620","7.67"
"2621","2.6"
"2622","4.54"
"2623","6.21"
"2624","6.19"
"2625","3.31"
"2626","6.06"
"2627","1.57"
"2628","0.1"
"2629","4.53"
"2630","9.62"
"2631","6.76"
"2632","6.54"
"2633","2.26"
"2634","8.79"
"2635","9.88"
"2636","7.56"
"2637","7.91"
"2638","1.66"
"2639","2.4"
"2640","8.29"
"2641","8.83"
"2642","8.9"
"2643","6.88"
"2644","2.49"
"2645","8.53"
"2646","0.31"
"2647","3.71"
"2648","9.67"
"2649","3.78"
"2650","6.87"
"2651","3.2"
"2652","8.41"
"2653","7.1"
"2654","7.59"
"2655","4.3"
"2656","7.02"
"2657","2.12"
"2658","2.57"
"2659","7.8"
"2660","3.06"
"2661","7.6"
"2662","9.28"
"2663","2.47"
"2664","5.16"
"2665","6.72"
"2666","5.33"
"2667","9.87"
"2668","9.26"
"2669","2.92"
"2670","6.24"
"2671","6.13"
"2672","1.02"
"2673","10.0"
"2674","2.0"
"2675","3.31"
"2676","7.68"
"2677","5.65"
"2678","4.58"
"2679","9.36"
"2680","2.75"
"2681","9.47"
"2682","4.29"
"2683","9.65"
"2684","2.73"
"2685","0.84"
"2686","2.5"
"2687","9.78"
"2688","3.41"
"2689","5.99"
"2690","3.52"
"2691","9.32"
"2692","6.98"
"2693","1.6"
"2694","4.6"
"2695","2.66"
"2696","2.17"
"2697","3.56"
"2698","8.42"
"2699","7.99"
"2700","3.68"
"2701","5.25"
"2702","5.76"
"2703","1.2"
"2704","5.82"
"2705","2.69"
"2706","8.71"
"2707","7.38"
"2708","0.09"
"2709","1.17"
"2710","0.53"
"2711","5.98"
"2712","7.93"
"2713","0.46"
"2714","7.53"
"2715","9.71"
"2716","1.91"
"2717","7.6"
"2718","9.58"
"2719","9.33"
"2720","8.27"
"2721","2.26"
"2722","9.72"
"2723","0.52"
"2724","2.45"
"2725","3.89"
"2726","3.23"
"2727","5.26"
"2728","1.75"
"2729","6.17"
"2730","8.3"
"2731","8.77"
"2732","1.81"
"2733","2.12"
"2734","2.81"
"2735","8.47"
"2736","5.35"
"2737","9.33"
"2738","5.22"
"2739","4.46"
"2740","7.45"
"2741","7.13"
"2742","2.67"
"2743","1.41"
"2744","9.43"
"2745","0.38"
"2746","0.46"
"2747","0.45"
"2748","9.02"
"2749","7.53"
"2750","1.36"
"2751","4.31"
"2752","7.51"
"2753","4.12"
"2754","4.11"
"2755","3.93"
"2756","8.55"
"2757","7.07"
"2758","3.74"
"2759","4.23"
"2760","0.95"
"2761","8.14"
"2762","7.21"
"2763","9.1"
"2764","2.64"
"2765","2.83"
"2766","5.4"
"2767","3.23"
"2768","3.51"
"2769","3.08"
"2770","6.14"
"2771","4.22"
"2772","5.81"
"2773","7.13"
"2774","4.05"
"2775","2.67"
"2776","7.59"
"2777","0.89"
"2778","9.11"
"2779","9.21"
"2780","7.01"
"2781","5.52"
"2782","0.54"
"2783","0.05"
"2784","5.29"
"2785","9.63"
"2786","5.15"
"2787","8.65"
"2788","1.44"
"2789","0.66"
"2790","6.62"
"2791","1.78"
"2792","4.55"
"2793","5.9"
"2794","0.2"
"2795","5.41"
"2796","6.46"
"2797","4.01"
"2798","3.24"
"2799","8.42"
"2800","3.26"
"2801","5.91"
"2802","0.91"
"2803","5.05"
"2804","4.86"
"2805","8.74"
"2806","2.02"
"2807","8.9"
"2808","9.66"
"2809","3.02"
"2810","1.13"
"2811","8.14"
"2812","3.36"
"2813","6.21"
"2814","4.28"
"2815","5.39"
"2816","5.9"
"2817","3.2"
"2818","8.98"
"2819","9.11"
"2820","3.24"
"2821","5.57"
"2822","6.08"
"2823","1.15"
"2824","2.77"
"2825","0.16"
"2826","4.24"
"2827","5.75"
"2828","2.33"
"2829","0.26"
"2830","4.28"
"2831","1.02"
"2832","4.13"
"2833","5.11"
"2834","5.67"
"2835","9.2"
"2836","9.52"
"2837","8.23"
"2838","8.75"
"2839","1.53"
"2840","1.62"
"2841","4.16"
"2842","3.59"
"2843","5.59"
"2844","9.64"
"2845","0.65"
"2846","5.32"
"2847","1.44"
"2848","1.65"
"2849","1.53"
"2850","4.71"
"2851","4.88"
"2852","6.88"
"2853","4.81"
"2854","3.81"
"2855","7.69"
"2856","1.53"
"2857","6.11"
"2858","3.08"
"2859","6.22"
"2860","6.49"
"2861","6.85"
"2862","3.25"
"2863","3.93"
"2864","7.6"
"2865","8.92"
"2866","9.64"
"2867","7.58"
"2868","2.06"
"2869","4.86"
"2870","5.46"
"2871","2.51"
"2872","3.43"
"2873","8.65"
"2874","7.66"
"2875","2.0"
"2876","9.13"
"2877","4.17"
"2878","7.32"
"2879","6.8"
"2880","3.3"
"2881","2.3"
"2882","7.51"
"2883","3.61"
"2884","6.34"
"2885","9.93"
"2886","7.3"
"2887","2.4"
"2888","4.02"
"2889","1.58"
"2890","6.85"
"2891","2.69"
"2892","1.0"
"2893","2.02"
"2894","3.47"
"2895","3.21"
"2896","4.99"
"2897","0.54"
"2898","6.44"
"2899","5.74"
"2900","2.71"
"2901","6.27"
"2902","3.15"
"2903","7.36"
"2904","8.22"
"2905","6.04"
"2906","5.42"
"2907","6.03"
"2908","1.62"
"2909","7.35"
"2910","0.43"
"2911","0.56"
"2912","3.11"
"2913","9.24"
"2914","7.25"
"2915","6.39"
"2916","5.86"
"2917","8.25"
"2918","2.0"
"2919","6.14"
"2920","2.84"
"2921","2.87"
"2922","0.92"
"2923","5.88"
"2924","8.2"
"2925","8.29"
"2926","4.72"
"2927","1.21"
"2928","6.83"
"2929","0.06"
"2930","0.37"
"2931","7.39"
"2932","4.68"
"2933","8.83"
"2934","2.64"
"2935","2.16"
"2936","9.52"
"2937","4.87"
"2938","8.21"
"2939","6.03"
"2940","2.73"
"2941","9.04"
"2942","1.04"
"2943","4.68"
"2944","8.39"
"2945","6.62"
"2946","5.53"
"2947","4.06"
"2948","5.31"
"2949","8.33"
"2950","6.59"
"2951","3.57"
"2952","5.81"
"2953","0.13"
"2954","1.45"
"2955","8.13"
"2956","4.33"
"2957","6.06"
"2958","2.39"
"2959","8.31"
"2960","0.45"
"2961","0.89"
"2962","3.24"
"2963","1.5"
"2964","5.16"
"2965","2.53"
"2966","9.5"
"2967","6.35"
"2968","4.73"
"2969","4.76"
"2970","3.73"
"2971","6.94"
"2972","0.64"
"2973","5.39"
"2974","8.5"
"2975","5.2"
"2976","0.56"
"2977","0.2"
"2978","5.1"
"2979","5.16"
"2980","3.92"
"2981","6.04"
"2982","2.03"
"2983","5.03"
"2984","1.31"
"2985","2.2"
"2986","6.75"
"2987","6.36"
"2988","6.76"
"2989","9.84"
"2990","6.22"
"2991","0.77"
"2992","8.52"
"2993","0.03"
"2994","8.58"
"2995","3.84"
"2996","9.04"
"2997","3.79"
"2998","1.17"
"2999","8.64"
"3000","4.69"
"3001","1.46"
"3002","7.98"
"3003","4.77"
"3004","6.43"
"3005","5.2"
"3006","4.23"
"3007","4.77"
"3008","8.65"
"3009","2.33"
"3010","7.28"
"3011","3.56"
"3012","4.78"
"3013","3.2"
"3014","2.27"
"3015","0.77"
"3016","0.21"
"3017","4.11"
"3018","6.93"
"3019","7.35"
"3020","1.48"
"3021","0.28"
"3022","5.8"
"3023","1.19"
"3024","3.14"
"3025","6.18"
"3026","6.3"
"3027","5.78"
"3028","2.73"
"3029","3.92"
"3030","8.9"
"3031","5.17"
"3032","7.17"
"3033","0.86"
"3034","1.82"
"3035","4.84"
"3036","2.89"
"3037","8.24"
"3038","8.55"
"3039","5.9"
"3040","8.15"
"3041","7.15"
"3042","7.31"
"3043","0.64"
"3044","1.88"
"3045","8.2"
"3046","4.99"
"3047","3.83"
"3048","2.35"
"3049","0.0"
"3050","5.31"
"3051","8.27"
"3052","7.2"
"3053","7.86"
"3054","0.69"
"3055","0.82"
"3056","8.21"
"3057","0.47"
"3058","7.82"
"3059","5.63"
"3060","0.15"
"3061","3.71"
"3062","1.84"
"3063","9.54"
"3064","1.68"
"3065","4.76"
"3066","2.41"
"3067","8.43"
"3068","1.21"
"3069","7.51"
"3070","8.72"
"3071","9.23"
"3072","1.38"
"3073","0.38"
"3074","5.72"
"3075","6.8"
"3076","8.75"
"3077","7.24"
"3078","6.88"
"3079","2.01"
"3080","4.97"
"3081","5.23"
"3082","8.42"
"3083","4.38"
"3084","6.48"
"3085","3.51"
"3086","8.49"
"3087","3.11"
"3088","0.29"
"3089","9.14"
"3090","8.51"
"3091","3.14"
"3092","4.16"
"3093","7.45"
"3094","7.58"
"3095","2.33"
"3096","4.07"
"3097","5.17"
"3098","1.14"
"3099","0.6"
"3100","6.59"
"3101","9.45"
"3102","9.47"
"3103","8.07"
"3104","2.17"
"3105","1.78"
"3106","1.13"
"3107","4.61"
"3108","0.12"
"3109","9.37"
"3110","3.24"
"3111","6.75"
"3112","5.65"
"3113","9.76"
"3114","0.81"
"3115","4.67"
"3116","9.98"
"3117","6.56"
"3118","5.77"
"3119","2.33"
"3120","4.97"
"3121","8.17"
"3122","8.63"
"3123","2.66"
"3124","3.59"
"3125","7.18"
"3126","0.72"
"3127","0.87"
"3128","3.05"
"3129","2.02"
"3130","8.72"
"3131","4.67"
"3132","9.04"
"3133","4.6"
"3134","2.8"
"3135","0.94"
"3136","0.46"
"3137","6.3"
"3138","1.85"
"3139","8.4"
"3140","0.16"
"3141","9.6"
"3142","7.01"
"3143","9.67"
"3144","5.33"
"3145","8.5"
"3146","3.98"
"3147","3.43"
"3148","1.22"
"3149","4.29"
"3150","7.29"
"3151","2.65"
"3152","8.9"
"3153","5.26"
"3154","4.71"
"3155","3.24"
"3156","4.04"
"3157","2.78"
"3158","7.4"
"3159","2.45"
"3160","9.71"
"3161","7.55"
"3162","2.43"
"3163","9.18"
"3164","4.12"
"3165","6.04"
"3166","3.51"
"3167","4.82"
"3168","9.22"
"3169","0.16"
"3170","2.72"
"3171","5.35"
"3172","8.63"
"3173","0.03"
"3174","3.26"
"3175","5.09"
"3176","3.95"
"3177","1.54"
"3178","7.61"
"3179","8.66"
"3180","1.02"
"3181","6.5"
"3182","6.98"
"3183","7.8"
"3184","6.31"
"3185","3.3"
"3186","4.43"
"3187","2.1"
"3188","7.36"
"3189","4.99"
"3190","1.02"
"3191","6.09"
"3192","4.57"
"3193","9.24"
"3194","3.35"
"3195","5.43"
"3196","9.01"
"3197","5.46"
"3198","8.24"
"3199","7.63"
"3200","0.58"
"3201","4.66"
"3202","3.38"
"3203","6.01"
"3204","3.57"
"3205","1.95"
"3206","0.63"
"3207","1.03"
"3208","1.52"
"3209","8.96"
"3210","4.87"
"3211","0.54"
"3212","9.26"
"3213","8.8"
"3214","6.82"
"3215","4.51"
"3216","1.04"
"3217","4.56"
"3218","2.78"
